file_x,file_y,label,distance
Mike_Weir_0001.jpg,Mike_Weir_0002.jpg,Y,0.32218
Mike_Weir_0001.jpg,Mike_Weir_0003.jpg,Y,0.4616
Mike_Weir_0001.jpg,Mike_Weir_0004.jpg,Y,0.40633
Mike_Weir_0001.jpg,Mike_Weir_0006.jpg,Y,0.5315
Mike_Weir_0001.jpg,Mike_Weir_0007.jpg,Y,0.30898
Mike_Weir_0001.jpg,Mike_Weir_0008.jpg,Y,0.39418
Mike_Weir_0001.jpg,Mike_Weir_0009.jpg,Y,0.16182
Mike_Weir_0001.jpg,Mike_Weir_0010.jpg,Y,0.42563
Mike_Weir_0001.jpg,Mike_Weir_0011.jpg,Y,0.85599
Mike_Weir_0002.jpg,Mike_Weir_0003.jpg,Y,0.21041
Mike_Weir_0002.jpg,Mike_Weir_0004.jpg,Y,0.25682
Mike_Weir_0002.jpg,Mike_Weir_0006.jpg,Y,0.41563
Mike_Weir_0002.jpg,Mike_Weir_0007.jpg,Y,0.28379
Mike_Weir_0002.jpg,Mike_Weir_0008.jpg,Y,0.45263
Mike_Weir_0002.jpg,Mike_Weir_0009.jpg,Y,0.2098
Mike_Weir_0002.jpg,Mike_Weir_0010.jpg,Y,0.18258
Mike_Weir_0002.jpg,Mike_Weir_0011.jpg,Y,0.65718
Mike_Weir_0003.jpg,Mike_Weir_0004.jpg,Y,0.47056
Mike_Weir_0003.jpg,Mike_Weir_0006.jpg,Y,0.57022
Mike_Weir_0003.jpg,Mike_Weir_0007.jpg,Y,0.42627
Mike_Weir_0003.jpg,Mike_Weir_0008.jpg,Y,0.62364
Mike_Weir_0003.jpg,Mike_Weir_0009.jpg,Y,0.33966
Mike_Weir_0003.jpg,Mike_Weir_0010.jpg,Y,0.27363
Mike_Weir_0003.jpg,Mike_Weir_0011.jpg,Y,0.79154
Mike_Weir_0004.jpg,Mike_Weir_0006.jpg,Y,0.44664
Mike_Weir_0004.jpg,Mike_Weir_0007.jpg,Y,0.28234
Mike_Weir_0004.jpg,Mike_Weir_0008.jpg,Y,0.41599
Mike_Weir_0004.jpg,Mike_Weir_0009.jpg,Y,0.33616
Mike_Weir_0004.jpg,Mike_Weir_0010.jpg,Y,0.24402
Mike_Weir_0004.jpg,Mike_Weir_0011.jpg,Y,0.83843
Mike_Weir_0006.jpg,Mike_Weir_0007.jpg,Y,0.51604
Mike_Weir_0006.jpg,Mike_Weir_0008.jpg,Y,0.29289
Mike_Weir_0006.jpg,Mike_Weir_0009.jpg,Y,0.46746
Mike_Weir_0006.jpg,Mike_Weir_0010.jpg,Y,0.5372
Mike_Weir_0006.jpg,Mike_Weir_0011.jpg,Y,0.993
Mike_Weir_0007.jpg,Mike_Weir_0008.jpg,Y,0.38819
Mike_Weir_0007.jpg,Mike_Weir_0009.jpg,Y,0.32112
Mike_Weir_0007.jpg,Mike_Weir_0010.jpg,Y,0.40604
Mike_Weir_0007.jpg,Mike_Weir_0011.jpg,Y,0.89343
Mike_Weir_0008.jpg,Mike_Weir_0009.jpg,Y,0.51083
Mike_Weir_0008.jpg,Mike_Weir_0010.jpg,Y,0.56548
Mike_Weir_0008.jpg,Mike_Weir_0011.jpg,Y,1.0382
Mike_Weir_0009.jpg,Mike_Weir_0010.jpg,Y,0.25184
Mike_Weir_0009.jpg,Mike_Weir_0011.jpg,Y,0.70595
