file_x,file_y,label,distance
Mike_Weir_0001.jpg,Mike_Weir_0002.jpg,Y,0.37847
Mike_Weir_0001.jpg,Mike_Weir_0003.jpg,Y,0.44124
Mike_Weir_0001.jpg,Mike_Weir_0004.jpg,Y,0.48465
Mike_Weir_0001.jpg,Mike_Weir_0006.jpg,Y,0.49735
Mike_Weir_0001.jpg,Mike_Weir_0007.jpg,Y,0.47404
Mike_Weir_0001.jpg,Mike_Weir_0008.jpg,Y,0.49727
Mike_Weir_0001.jpg,Mike_Weir_0009.jpg,Y,0.32132
Mike_Weir_0001.jpg,Mike_Weir_0010.jpg,Y,0.45819
Mike_Weir_0001.jpg,Mike_Weir_0011.jpg,Y,0.59007
Mike_Weir_0002.jpg,Mike_Weir_0003.jpg,Y,0.42709
Mike_Weir_0002.jpg,Mike_Weir_0004.jpg,Y,0.49052
Mike_Weir_0002.jpg,Mike_Weir_0006.jpg,Y,0.46058
Mike_Weir_0002.jpg,Mike_Weir_0007.jpg,Y,0.45611
Mike_Weir_0002.jpg,Mike_Weir_0008.jpg,Y,0.51296
Mike_Weir_0002.jpg,Mike_Weir_0009.jpg,Y,0.32473
Mike_Weir_0002.jpg,Mike_Weir_0010.jpg,Y,0.47141
Mike_Weir_0002.jpg,Mike_Weir_0011.jpg,Y,0.54093
Mike_Weir_0003.jpg,Mike_Weir_0004.jpg,Y,0.44483
Mike_Weir_0003.jpg,Mike_Weir_0006.jpg,Y,0.55972
Mike_Weir_0003.jpg,Mike_Weir_0007.jpg,Y,0.45178
Mike_Weir_0003.jpg,Mike_Weir_0008.jpg,Y,0.60765
Mike_Weir_0003.jpg,Mike_Weir_0009.jpg,Y,0.43011
Mike_Weir_0003.jpg,Mike_Weir_0010.jpg,Y,0.49489
Mike_Weir_0003.jpg,Mike_Weir_0011.jpg,Y,0.55262
Mike_Weir_0004.jpg,Mike_Weir_0006.jpg,Y,0.47824
Mike_Weir_0004.jpg,Mike_Weir_0007.jpg,Y,0.48793
Mike_Weir_0004.jpg,Mike_Weir_0008.jpg,Y,0.52207
Mike_Weir_0004.jpg,Mike_Weir_0009.jpg,Y,0.45416
Mike_Weir_0004.jpg,Mike_Weir_0010.jpg,Y,0.46524
Mike_Weir_0004.jpg,Mike_Weir_0011.jpg,Y,0.61575
Mike_Weir_0006.jpg,Mike_Weir_0007.jpg,Y,0.55925
Mike_Weir_0006.jpg,Mike_Weir_0008.jpg,Y,0.42624
Mike_Weir_0006.jpg,Mike_Weir_0009.jpg,Y,0.49819
Mike_Weir_0006.jpg,Mike_Weir_0010.jpg,Y,0.49013
Mike_Weir_0006.jpg,Mike_Weir_0011.jpg,Y,0.60104
Mike_Weir_0007.jpg,Mike_Weir_0008.jpg,Y,0.51603
Mike_Weir_0007.jpg,Mike_Weir_0009.jpg,Y,0.47324
Mike_Weir_0007.jpg,Mike_Weir_0010.jpg,Y,0.56245
